subscription_id,customer_id,plan_id,start_date,end_date,status,billing_cycle,cancellation_reason
3824,3671,1,2024-02-09,,active,monthly,
3825,3672,1,2023-05-27,2023-09-27,canceled,monthly,other
3826,3672,1,2023-09-27,2024-03-27,canceled,monthly,competitor
3827,3673,1,2023-08-17,2023-09-17,canceled,monthly,price
3828,3674,1,2024-02-09,2024-03-09,canceled,monthly,competitor
3829,3675,1,2024-04-15,2024-05-15,canceled,monthly,price
3830,3675,2,2024-05-30,,active,monthly,
3831,3676,4,2023-03-04,2023-07-04,canceled,yearly,competitor
3832,3677,2,2023-02-05,,active,monthly,
3833,3678,2,2023-10-30,2024-06-30,canceled,monthly,features
3834,3679,2,2024-04-10,,active,monthly,
3835,3680,4,2024-03-22,,active,yearly,
3836,3681,2,2024-02-02,,active,monthly,
3837,3682,2,2023-06-19,,active,monthly,
3838,3683,4,2024-04-19,2024-06-30,canceled,yearly,competitor
3839,3684,4,2024-05-08,,active,yearly,
3840,3685,2,2023-11-24,2023-12-24,canceled,monthly,other
3841,3686,4,2023-11-11,,active,yearly,
3842,3687,2,2023-08-29,,active,monthly,
3843,3688,2,2023-11-23,,active,monthly,
3844,3689,2,2024-03-20,2024-06-30,canceled,monthly,price
3845,3690,1,2023-02-15,,active,monthly,
3846,3691,1,2024-03-22,,active,monthly,
3847,3692,1,2023-06-04,,active,monthly,
3848,3693,4,2024-02-05,2024-06-30,canceled,yearly,competitor
3849,3694,2,2023-12-18,2024-06-30,canceled,monthly,competitor
3850,3695,2,2023-08-09,2023-12-09,canceled,monthly,features
3851,3696,3,2023-07-04,,active,monthly,
3852,3697,4,2023-07-10,,active,yearly,
3853,3698,1,2024-01-15,,active,monthly,
3854,3699,3,2023-05-15,,active,monthly,
3855,3700,4,2024-02-24,,active,yearly,
3856,3701,1,2023-05-29,2023-10-29,canceled,monthly,competitor
3857,3702,2,2024-01-05,,active,monthly,
3858,3703,2,2023-09-05,,active,monthly,
3859,3704,1,2024-03-25,2024-04-25,canceled,monthly,price
3860,3705,1,2023-12-05,2024-06-30,canceled,monthly,price
3861,3706,3,2024-03-19,,active,monthly,
3862,3707,1,2023-08-05,,active,monthly,
3863,3708,2,2023-06-21,,active,monthly,
3864,3709,2,2024-02-15,,active,monthly,
3865,3710,2,2023-04-02,,active,monthly,
3866,3711,2,2023-02-15,,active,monthly,
3867,3712,2,2023-08-03,2023-10-03,canceled,monthly,price
3868,3713,1,2023-01-07,2023-02-07,canceled,monthly,price
3869,3714,2,2023-05-04,,active,monthly,
3870,3715,2,2023-03-19,2023-08-19,canceled,monthly,competitor
3871,3716,1,2023-03-28,,active,monthly,
3872,3717,4,2023-01-19,,active,yearly,
3873,3718,3,2023-04-30,,active,monthly,
3874,3719,4,2024-03-09,,active,yearly,
3875,3720,4,2024-01-22,2024-02-22,canceled,yearly,competitor
3876,3721,2,2023-05-30,,active,monthly,
3877,3722,2,2024-06-23,2024-06-30,canceled,monthly,price
3878,3723,1,2023-07-24,,active,monthly,
3879,3724,2,2024-03-05,2024-04-05,canceled,monthly,competitor
3880,3725,2,2023-09-07,,active,monthly,
3881,3726,1,2024-06-03,,active,monthly,
3882,3727,2,2024-06-14,,active,monthly,
3883,3728,2,2023-04-17,,active,monthly,
3884,3729,2,2024-02-16,,active,monthly,
3885,3730,4,2024-04-06,,active,yearly,
3886,3731,3,2023-08-06,,active,monthly,
3887,3732,2,2023-11-02,,active,monthly,
3888,3733,4,2024-01-30,,active,yearly,
3889,3734,2,2023-08-24,,active,monthly,
3890,3735,1,2024-04-05,,active,monthly,
3891,3736,1,2023-07-10,2023-10-10,canceled,monthly,price
3892,3737,4,2024-02-09,2024-06-30,canceled,yearly,price
3893,3738,3,2024-02-27,,active,monthly,
3894,3739,3,2023-01-19,,active,monthly,
3895,3740,2,2023-10-23,,active,monthly,
3896,3741,4,2023-10-02,,active,yearly,
3897,3742,2,2023-08-04,,active,monthly,
3898,3743,2,2024-04-27,,active,monthly,
3899,3744,2,2023-03-19,,active,monthly,
3900,3745,1,2024-05-27,2024-06-30,canceled,monthly,competitor
3901,3746,4,2024-01-28,2024-02-28,canceled,yearly,price
3902,3747,4,2023-11-09,,active,yearly,
3903,3748,1,2023-11-13,,active,monthly,
3904,3749,3,2024-03-17,,active,monthly,
3905,3750,3,2023-08-20,,active,monthly,
3906,3751,1,2024-01-24,,active,monthly,
3907,3752,4,2024-06-06,,active,yearly,
3908,3753,3,2023-06-28,,active,monthly,
3909,3754,1,2023-11-09,,active,monthly,
3910,3755,1,2024-03-27,2024-05-27,canceled,monthly,price
3911,3756,2,2024-06-24,2024-06-30,canceled,monthly,other
3912,3757,1,2024-01-12,,active,monthly,
3913,3758,2,2024-05-15,,active,monthly,
3914,3759,1,2023-01-19,2023-02-19,canceled,monthly,features
3915,3759,2,2023-03-13,2023-11-13,canceled,monthly,price
3916,3760,1,2023-02-07,,active,monthly,
3917,3761,1,2023-04-07,,active,monthly,
3918,3762,2,2024-04-19,,active,monthly,
3919,3763,1,2024-01-03,,active,monthly,
3920,3764,3,2024-03-04,,active,monthly,
3921,3765,1,2023-10-28,2024-06-30,canceled,monthly,price
3922,3766,1,2024-03-27,2024-04-27,canceled,monthly,competitor
3923,3767,4,2023-02-25,2023-08-25,canceled,yearly,price
3924,3768,1,2023-01-04,,active,monthly,
3925,3769,2,2024-01-29,2024-06-30,canceled,monthly,competitor
3926,3770,3,2024-05-13,,active,monthly,
3927,3771,1,2023-07-18,,active,monthly,
3928,3772,1,2023-04-07,2023-05-07,canceled,monthly,features
3929,3773,1,2024-05-28,,active,monthly,
3930,3774,1,2023-02-02,,active,monthly,
3931,3775,1,2023-02-23,2023-04-23,canceled,monthly,price
3932,3776,3,2023-07-25,,active,monthly,
3933,3777,1,2024-01-06,,active,monthly,
3934,3778,4,2024-06-24,,active,yearly,
3935,3779,1,2023-09-12,,active,monthly,
3936,3780,3,2024-06-14,,active,monthly,
3937,3781,3,2023-02-20,,active,monthly,
3938,3782,4,2023-03-10,,active,yearly,
3939,3783,3,2023-01-30,,active,monthly,
3940,3784,1,2023-01-24,,active,monthly,
3941,3785,2,2023-07-16,,active,monthly,
3942,3786,4,2024-03-11,2024-05-11,canceled,yearly,competitor
3943,3787,4,2023-04-24,,active,yearly,
3944,3788,1,2023-07-06,,active,monthly,
3945,3789,2,2023-02-11,2023-04-11,canceled,monthly,features
3946,3790,4,2024-06-02,,active,yearly,
3947,3791,2,2023-10-24,2023-11-24,canceled,monthly,features
3948,3792,2,2023-10-10,,active,monthly,
3949,3793,3,2023-10-17,,active,monthly,
3950,3794,1,2023-02-26,2023-03-26,canceled,monthly,other
3951,3795,4,2023-07-04,2023-12-04,canceled,yearly,features
3952,3796,1,2023-11-12,2024-01-12,canceled,monthly,features
3953,3796,1,2024-02-07,2024-03-07,canceled,monthly,other
3954,3797,2,2023-06-04,,active,monthly,
3955,3798,1,2023-02-24,,active,monthly,
3956,3799,1,2023-08-18,,active,monthly,
3957,3800,1,2023-01-13,2023-05-13,canceled,monthly,competitor
3958,3801,1,2023-04-22,,active,monthly,
3959,3802,2,2024-04-28,,active,monthly,
3960,3803,4,2023-06-17,,active,yearly,
3961,3804,3,2023-08-08,2024-02-08,canceled,monthly,competitor
3962,3805,1,2023-12-30,,active,monthly,
3963,3806,3,2023-04-19,,active,monthly,
3964,3807,1,2023-12-06,,active,monthly,
3965,3808,4,2023-06-09,,active,yearly,
3966,3809,2,2024-01-03,,active,monthly,
3967,3810,2,2023-06-07,,active,monthly,
3968,3811,3,2023-09-20,,active,monthly,
3969,3812,1,2023-08-01,2023-09-01,canceled,monthly,features
3970,3813,2,2023-09-10,,active,monthly,
3971,3814,2,2024-03-02,,active,monthly,
3972,3815,3,2024-02-23,2024-03-23,canceled,monthly,competitor
3973,3816,3,2023-01-30,2023-02-28,canceled,monthly,price
3974,3817,2,2024-02-18,,active,monthly,
3975,3818,2,2023-05-17,,active,monthly,
3976,3819,2,2024-04-01,,active,monthly,
3977,3820,3,2023-06-09,2023-07-09,canceled,monthly,price
3978,3821,1,2024-03-08,,active,monthly,
3979,3822,1,2024-06-05,,active,monthly,
3980,3823,1,2024-02-16,,active,monthly,
3981,3824,1,2023-11-08,2023-12-08,canceled,monthly,competitor
3982,3824,3,2023-12-21,,active,monthly,
3983,3825,1,2023-07-27,,active,monthly,
3984,3826,1,2024-05-20,,active,monthly,
3985,3827,2,2024-04-06,,active,monthly,
3986,3828,2,2023-06-22,,active,monthly,
3987,3829,4,2024-01-12,,active,yearly,
3988,3830,4,2023-08-07,,active,yearly,
3989,3831,2,2023-07-17,,active,monthly,
3990,3832,2,2023-08-17,,active,monthly,
3991,3833,3,2023-01-21,,active,monthly,
3992,3834,3,2024-01-19,,active,monthly,
3993,3835,3,2023-05-05,,active,monthly,
3994,3836,1,2024-06-10,2024-06-30,canceled,monthly,other
3995,3837,3,2024-01-06,,active,monthly,
3996,3838,1,2023-02-25,,active,monthly,
3997,3839,1,2023-08-21,,active,monthly,
3998,3840,1,2024-03-07,2024-04-07,canceled,monthly,price
3999,3841,4,2023-10-25,2024-06-30,canceled,yearly,price
4000,3842,4,2023-06-10,2023-11-10,canceled,yearly,features
4001,3842,2,2023-11-15,2024-03-15,canceled,monthly,features
4002,3843,1,2023-05-12,,active,monthly,
4003,3844,1,2023-02-26,2023-04-26,canceled,monthly,competitor
4004,3845,1,2023-04-12,,active,monthly,
4005,3846,2,2024-03-28,,active,monthly,
4006,3847,2,2024-06-04,,active,monthly,
4007,3848,1,2024-03-27,2024-06-30,canceled,monthly,price
4008,3849,3,2024-01-06,,active,monthly,
4009,3850,3,2023-06-23,,active,monthly,
4010,3851,1,2023-02-28,,active,monthly,
4011,3852,2,2023-11-03,,active,monthly,
4012,3853,4,2023-10-25,2024-06-30,canceled,yearly,price
4013,3854,3,2024-04-07,2024-06-30,canceled,monthly,features
4014,3855,1,2023-10-18,2024-03-18,canceled,monthly,price
4015,3855,2,2024-04-14,2024-06-14,canceled,monthly,competitor
4016,3856,1,2024-01-22,2024-06-30,canceled,monthly,other
4017,3857,2,2024-06-21,,active,monthly,
4018,3858,1,2024-06-20,,active,monthly,
4019,3859,2,2023-07-23,,active,monthly,
4020,3860,3,2024-01-09,,active,monthly,
4021,3861,2,2024-06-03,,active,monthly,
4022,3862,3,2023-09-10,,active,monthly,
4023,3863,1,2023-05-24,,active,monthly,
4024,3864,1,2023-12-22,2024-06-22,canceled,monthly,price
4025,3865,2,2023-07-18,,active,monthly,
4026,3866,4,2024-06-14,,active,yearly,
4027,3867,4,2023-02-19,,active,yearly,
4028,3868,2,2024-01-11,2024-05-11,canceled,monthly,other
4029,3869,2,2023-03-11,2024-03-11,canceled,monthly,price
4030,3870,2,2024-01-24,2024-02-24,canceled,monthly,other
4031,3870,4,2024-03-03,,active,yearly,
4032,3871,2,2024-04-13,2024-06-30,canceled,monthly,price
4033,3872,1,2023-02-21,,active,monthly,
4034,3873,3,2024-01-02,,active,monthly,
4035,3874,1,2023-02-24,2023-05-24,canceled,monthly,competitor
4036,3874,1,2023-05-26,2023-06-26,canceled,monthly,other
4037,3875,4,2023-04-24,,active,yearly,
4038,3876,3,2023-06-20,,active,monthly,
4039,3877,3,2024-03-05,,active,monthly,
4040,3878,1,2024-04-15,,active,monthly,
4041,3879,2,2023-12-11,,active,monthly,
4042,3880,3,2023-02-21,,active,monthly,
4043,3881,4,2024-06-29,,active,yearly,
4044,3882,1,2023-11-29,,active,monthly,
4045,3883,1,2024-06-21,,active,monthly,
4046,3884,1,2024-03-17,,active,monthly,
4047,3885,2,2023-07-19,2024-05-19,canceled,monthly,price
4048,3886,1,2024-01-21,,active,monthly,
4049,3887,4,2023-08-18,2024-05-18,canceled,yearly,price
4050,3888,1,2023-01-29,,active,monthly,
4051,3889,3,2024-06-27,,active,monthly,
4052,3890,3,2024-06-24,,active,monthly,
4053,3891,2,2023-08-23,,active,monthly,
4054,3892,2,2023-06-15,,active,monthly,
4055,3893,4,2024-02-13,,active,yearly,
4056,3894,1,2024-05-03,2024-06-30,canceled,monthly,competitor
4057,3895,3,2023-11-29,2024-04-29,canceled,monthly,features
4058,3896,2,2023-08-12,,active,monthly,
4059,3897,1,2023-06-07,,active,monthly,
4060,3898,1,2023-01-27,2023-03-27,canceled,monthly,price
4061,3899,1,2023-05-01,,active,monthly,
4062,3900,1,2023-10-11,,active,monthly,
4063,3901,4,2023-11-04,,active,yearly,
4064,3902,4,2023-07-03,2023-11-03,canceled,yearly,competitor
4065,3903,1,2023-09-02,,active,monthly,
4066,3904,3,2024-01-15,,active,monthly,
4067,3905,3,2023-11-26,,active,monthly,
4068,3906,3,2024-04-28,,active,monthly,
4069,3907,4,2023-06-04,2024-01-04,canceled,yearly,competitor
4070,3908,1,2023-02-25,,active,monthly,
4071,3909,1,2023-04-05,2023-05-05,canceled,monthly,features
4072,3910,2,2023-11-28,2024-06-28,canceled,monthly,competitor
4073,3911,4,2023-03-13,,active,yearly,
4074,3912,2,2024-03-14,,active,monthly,
4075,3913,2,2024-05-31,2024-06-30,canceled,monthly,price
4076,3914,4,2024-01-04,,active,yearly,
4077,3915,1,2024-03-23,2024-05-23,canceled,monthly,competitor
4078,3915,1,2024-06-18,,active,monthly,
4079,3916,4,2023-07-08,,active,yearly,
4080,3917,4,2023-12-19,,active,yearly,
4081,3918,3,2023-05-16,,active,monthly,
4082,3919,2,2023-11-06,2024-02-06,canceled,monthly,competitor
4083,3920,1,2023-08-25,,active,monthly,
4084,3921,1,2024-02-19,2024-03-19,canceled,monthly,other
4085,3922,3,2023-08-14,2023-10-14,canceled,monthly,price
4086,3923,3,2023-11-05,,active,monthly,
4087,3924,1,2024-06-01,2024-06-30,canceled,monthly,competitor
4088,3925,4,2023-06-11,2023-11-11,canceled,yearly,price
4089,3925,4,2023-12-04,,active,yearly,
4090,3926,3,2024-01-06,,active,monthly,
4091,3927,2,2024-05-28,,active,monthly,
4092,3928,4,2023-01-17,,active,yearly,
4093,3929,4,2023-03-11,,active,yearly,
4094,3930,2,2023-05-18,,active,monthly,
4095,3931,2,2023-10-16,,active,monthly,
4096,3932,1,2023-12-27,,active,monthly,
4097,3933,1,2024-04-20,,active,monthly,
4098,3934,4,2023-12-01,2024-06-01,canceled,yearly,competitor
4099,3934,4,2024-06-12,,active,yearly,
4100,3935,3,2023-01-25,2023-03-25,canceled,monthly,features
4101,3936,1,2024-01-04,,active,monthly,
4102,3937,3,2023-06-16,2023-10-16,canceled,monthly,other
4103,3937,1,2023-11-05,2024-03-05,canceled,monthly,competitor
4104,3938,1,2023-12-13,,active,monthly,
4105,3939,1,2023-11-05,,active,monthly,
4106,3940,2,2023-12-16,,active,monthly,
4107,3941,2,2023-11-25,,active,monthly,
4108,3942,4,2023-06-28,,active,yearly,
4109,3943,1,2023-11-12,,active,monthly,
4110,3944,1,2024-03-12,,active,monthly,
4111,3945,4,2024-01-22,,active,yearly,
4112,3946,2,2023-12-10,2024-03-10,canceled,monthly,price
4113,3946,1,2024-03-20,2024-06-30,canceled,monthly,features
4114,3947,1,2023-07-14,2024-03-14,canceled,monthly,price
4115,3948,1,2023-05-17,2023-07-17,canceled,monthly,price
4116,3949,1,2023-02-04,,active,monthly,
4117,3950,1,2023-09-16,2023-10-16,canceled,monthly,other
4118,3951,1,2023-08-03,,active,monthly,
4119,3952,2,2023-05-29,,active,monthly,
4120,3953,2,2023-11-27,2024-02-27,canceled,monthly,price
4121,3954,1,2023-08-09,2024-02-09,canceled,monthly,price
4122,3955,2,2023-07-27,,active,monthly,
4123,3956,1,2023-05-20,,active,monthly,
4124,3957,4,2024-03-24,,active,yearly,
4125,3958,2,2024-04-09,2024-06-30,canceled,monthly,price
4126,3959,4,2023-05-29,,active,yearly,
4127,3960,1,2023-08-02,,active,monthly,
4128,3961,2,2023-08-08,,active,monthly,
4129,3962,3,2023-10-06,2024-02-06,canceled,monthly,competitor
4130,3963,1,2023-10-23,2024-06-23,canceled,monthly,other
4131,3964,3,2023-05-05,,active,monthly,
4132,3965,1,2023-06-20,2024-01-20,canceled,monthly,price
4133,3966,4,2023-06-19,,active,yearly,
4134,3967,4,2023-12-31,,active,yearly,
4135,3968,3,2024-04-14,,active,monthly,
4136,3969,1,2023-06-22,,active,monthly,
4137,3970,2,2024-06-28,,active,monthly,
4138,3971,1,2024-04-10,,active,monthly,
4139,3972,2,2023-08-04,2024-04-04,canceled,monthly,price
4140,3973,2,2024-05-10,,active,monthly,
4141,3974,4,2023-08-15,,active,yearly,
4142,3975,1,2023-09-10,,active,monthly,
4143,3976,4,2023-07-03,,active,yearly,
4144,3977,4,2024-04-30,,active,yearly,
4145,3978,4,2023-02-24,2023-07-24,canceled,yearly,price
4146,3979,2,2023-11-01,2024-01-01,canceled,monthly,price
4147,3980,4,2024-03-20,,active,yearly,
4148,3981,4,2024-01-19,,active,yearly,
4149,3982,4,2023-08-13,,active,yearly,
4150,3983,1,2024-01-07,2024-05-07,canceled,monthly,price
4151,3984,2,2023-10-21,,active,monthly,
4152,3985,1,2023-04-25,,active,monthly,
4153,3986,1,2023-02-21,,active,monthly,
4154,3987,1,2023-05-11,,active,monthly,
4155,3988,2,2023-05-06,,active,monthly,
4156,3989,2,2023-07-07,2024-03-07,canceled,monthly,features
4157,3990,4,2023-10-01,,active,yearly,
4158,3991,1,2023-01-24,,active,monthly,
4159,3992,1,2023-07-21,,active,monthly,
4160,3993,1,2023-04-15,,active,monthly,
4161,3994,2,2024-06-08,,active,monthly,
4162,3995,2,2023-01-13,,active,monthly,
4163,3996,1,2023-08-11,,active,monthly,
4164,3997,4,2024-02-01,2024-06-30,canceled,yearly,price
4165,3998,2,2024-01-11,,active,monthly,
4166,3999,1,2023-06-25,,active,monthly,
4167,4000,2,2024-06-02,2024-06-30,canceled,monthly,features
4168,4001,1,2024-02-05,,active,monthly,
4169,4002,3,2023-11-30,2024-06-30,canceled,monthly,other
4170,4003,1,2023-10-15,2023-11-15,canceled,monthly,features
4171,4004,2,2023-07-18,,active,monthly,
4172,4005,1,2023-12-26,,active,monthly,
4173,4006,1,2023-09-29,,active,monthly,
4174,4007,3,2024-03-18,,active,monthly,
4175,4008,2,2023-12-07,,active,monthly,
4176,4009,2,2023-04-01,,active,monthly,
4177,4010,2,2024-05-28,,active,monthly,
4178,4011,1,2023-08-12,,active,monthly,
4179,4012,2,2023-01-25,,active,monthly,
4180,4013,2,2023-07-30,,active,monthly,
4181,4014,3,2024-02-10,,active,monthly,
4182,4015,1,2023-06-30,,active,monthly,
4183,4016,4,2024-01-21,,active,yearly,
4184,4017,4,2023-12-01,2024-03-01,canceled,yearly,price
4185,4018,1,2024-05-31,,active,monthly,
4186,4019,3,2024-02-02,,active,monthly,
4187,4020,1,2023-12-21,,active,monthly,
4188,4021,1,2023-01-10,2023-04-10,canceled,monthly,price
4189,4022,4,2023-06-26,,active,yearly,
4190,4023,1,2024-03-21,2024-04-21,canceled,monthly,competitor
4191,4024,2,2024-03-30,,active,monthly,
4192,4025,4,2024-05-10,2024-06-30,canceled,yearly,price
4193,4026,2,2023-08-06,,active,monthly,
4194,4027,4,2023-02-09,,active,yearly,
4195,4028,4,2024-02-01,,active,yearly,
4196,4029,1,2024-02-03,,active,monthly,
4197,4030,4,2023-06-24,,active,yearly,
4198,4031,4,2023-12-10,2024-04-10,canceled,yearly,price
4199,4031,1,2024-05-02,,active,monthly,
4200,4032,1,2023-06-15,2023-07-15,canceled,monthly,competitor
4201,4033,3,2023-12-01,,active,monthly,
4202,4034,1,2023-08-14,2024-02-14,canceled,monthly,other
4203,4035,1,2023-05-01,,active,monthly,
4204,4036,4,2023-02-04,2023-12-04,canceled,yearly,competitor
4205,4037,2,2023-12-02,,active,monthly,
4206,4038,2,2024-05-01,2024-06-30,canceled,monthly,price
4207,4039,2,2023-04-26,,active,monthly,
4208,4040,1,2023-04-06,,active,monthly,
4209,4041,3,2024-05-24,2024-06-30,canceled,monthly,other
4210,4042,1,2024-01-28,2024-06-30,canceled,monthly,features
4211,4043,3,2023-04-15,,active,monthly,
4212,4044,4,2023-10-31,,active,yearly,
4213,4045,1,2023-03-13,,active,monthly,
4214,4046,2,2023-09-11,2024-03-11,canceled,monthly,competitor
4215,4047,2,2023-12-27,2024-01-27,canceled,monthly,other
4216,4048,2,2023-12-13,2024-01-13,canceled,monthly,features
4217,4049,4,2024-05-17,,active,yearly,
4218,4050,3,2024-03-02,,active,monthly,
4219,4051,2,2023-06-29,,active,monthly,
4220,4052,2,2024-03-16,,active,monthly,
4221,4053,3,2023-08-11,,active,monthly,
4222,4054,1,2023-03-03,2023-04-03,canceled,monthly,price
4223,4055,4,2023-12-29,,active,yearly,
4224,4056,2,2024-03-27,2024-06-30,canceled,monthly,competitor
4225,4057,1,2023-06-30,,active,monthly,
4226,4058,2,2024-01-30,,active,monthly,
4227,4059,1,2023-12-08,2024-06-30,canceled,monthly,features
4228,4060,2,2023-01-10,,active,monthly,
4229,4061,4,2024-03-12,2024-06-30,canceled,yearly,competitor
4230,4062,1,2023-08-28,,active,monthly,
4231,4063,1,2023-06-14,,active,monthly,
4232,4064,2,2023-03-11,,active,monthly,
4233,4065,4,2023-12-08,2024-06-30,canceled,yearly,price
4234,4066,4,2023-05-12,2024-04-12,canceled,yearly,other
4235,4067,4,2023-08-18,,active,yearly,
4236,4068,2,2024-06-02,,active,monthly,
4237,4069,4,2023-08-01,,active,yearly,
4238,4070,1,2023-08-08,,active,monthly,
4239,4071,2,2024-01-14,,active,monthly,
4240,4072,2,2023-09-01,,active,monthly,
4241,4073,1,2024-05-16,2024-06-30,canceled,monthly,competitor
4242,4074,2,2023-11-22,2024-02-22,canceled,monthly,competitor
4243,4075,1,2023-05-04,,active,monthly,
4244,4076,4,2024-05-07,2024-06-30,canceled,yearly,features
4245,4077,4,2023-08-18,,active,yearly,
4246,4078,1,2023-08-10,,active,monthly,
4247,4079,4,2024-06-19,,active,yearly,
4248,4080,2,2023-08-28,,active,monthly,
4249,4081,3,2024-02-22,,active,monthly,
4250,4082,2,2023-02-03,2023-04-03,canceled,monthly,competitor
4251,4083,4,2023-01-06,,active,yearly,
4252,4084,2,2024-04-24,2024-06-30,canceled,monthly,price
4253,4085,4,2023-09-02,,active,yearly,
4254,4086,3,2023-12-26,2024-01-26,canceled,monthly,competitor
4255,4087,1,2024-05-22,,active,monthly,
4256,4088,2,2023-05-07,2023-06-07,canceled,monthly,features
4257,4088,1,2023-06-23,,active,monthly,
4258,4089,1,2023-03-23,2023-07-23,canceled,monthly,competitor
4259,4089,2,2023-08-17,,active,monthly,
4260,4090,1,2023-10-31,2024-06-30,canceled,monthly,price
4261,4091,3,2023-05-05,,active,monthly,
4262,4092,2,2023-04-19,2024-02-19,canceled,monthly,competitor
4263,4093,4,2023-03-17,,active,yearly,
4264,4094,1,2023-07-06,2023-09-06,canceled,monthly,other
4265,4095,4,2023-03-31,2024-03-31,canceled,yearly,other
4266,4096,3,2024-03-16,2024-06-30,canceled,monthly,other
4267,4097,1,2023-11-21,,active,monthly,
4268,4098,4,2023-10-20,2023-11-20,canceled,yearly,competitor
4269,4099,2,2023-10-21,2024-06-30,canceled,monthly,competitor
4270,4100,2,2023-04-23,,active,monthly,
4271,4101,1,2024-01-21,,active,monthly,
4272,4102,4,2023-04-13,,active,yearly,
4273,4103,1,2023-03-07,,active,monthly,
4274,4104,4,2023-01-14,2023-07-14,canceled,yearly,other
4275,4105,1,2023-11-16,,active,monthly,
4276,4106,4,2024-02-23,,active,yearly,
4277,4107,2,2023-03-10,2023-06-10,canceled,monthly,features
4278,4108,2,2023-06-11,2023-09-11,canceled,monthly,other
4279,4109,1,2024-01-15,2024-06-30,canceled,monthly,price
4280,4110,2,2023-07-19,,active,monthly,
4281,4111,1,2023-09-03,2024-04-03,canceled,monthly,price
4282,4111,3,2024-04-06,,active,monthly,
4283,4112,1,2023-05-24,2023-08-24,canceled,monthly,other
4284,4113,4,2023-12-03,,active,yearly,
4285,4114,2,2023-11-17,,active,monthly,
4286,4115,1,2023-09-02,,active,monthly,
4287,4116,1,2024-03-13,,active,monthly,
4288,4117,2,2023-10-28,2024-01-28,canceled,monthly,price
4289,4118,4,2024-05-22,,active,yearly,
4290,4119,4,2023-07-30,,active,yearly,
4291,4120,3,2023-11-09,,active,monthly,
4292,4121,4,2023-08-18,2023-09-18,canceled,yearly,price
4293,4122,3,2023-10-27,2024-06-30,canceled,monthly,price
4294,4123,4,2024-01-20,,active,yearly,
4295,4124,2,2023-09-23,2023-12-23,canceled,monthly,other
4296,4125,1,2023-01-15,,active,monthly,
4297,4126,2,2023-08-31,,active,monthly,
4298,4127,2,2023-03-12,,active,monthly,
4299,4128,1,2024-02-29,,active,monthly,
4300,4129,2,2023-03-23,,active,monthly,
4301,4130,1,2023-06-28,,active,monthly,
4302,4131,1,2024-02-05,,active,monthly,
4303,4132,1,2023-02-21,,active,monthly,
4304,4133,1,2024-01-05,2024-03-05,canceled,monthly,competitor
4305,4134,3,2023-03-26,,active,monthly,
4306,4135,2,2023-03-03,,active,monthly,
4307,4136,1,2024-04-18,2024-06-30,canceled,monthly,competitor
4308,4137,1,2023-12-02,,active,monthly,
4309,4138,1,2023-09-17,,active,monthly,
4310,4139,2,2023-02-18,2023-05-18,canceled,monthly,competitor
4311,4140,1,2024-01-25,2024-06-30,canceled,monthly,other
4312,4141,4,2023-11-03,,active,yearly,
4313,4142,4,2023-05-13,2023-10-13,canceled,yearly,price
4314,4143,4,2023-01-02,,active,yearly,
4315,4144,4,2024-03-12,2024-05-12,canceled,yearly,features
4316,4145,3,2023-04-29,2024-04-29,canceled,monthly,other
4317,4146,3,2023-12-15,,active,monthly,
4318,4147,4,2023-02-13,2023-08-13,canceled,yearly,features
4319,4147,4,2023-08-14,,active,yearly,
4320,4148,3,2023-05-06,2023-07-06,canceled,monthly,competitor
4321,4149,4,2023-07-27,2024-06-30,canceled,yearly,competitor
4322,4150,1,2024-05-12,,active,monthly,
4323,4151,2,2023-03-14,,active,monthly,
4324,4152,4,2023-02-21,2023-07-21,canceled,yearly,price
4325,4153,2,2023-11-07,,active,monthly,
4326,4154,1,2023-03-26,,active,monthly,
4327,4155,3,2024-02-09,,active,monthly,
4328,4156,4,2023-12-16,2024-04-16,canceled,yearly,competitor
4329,4157,2,2023-02-14,2023-09-14,canceled,monthly,price
4330,4158,4,2023-04-23,2023-12-23,canceled,yearly,other
4331,4159,4,2024-03-15,,active,yearly,
4332,4160,1,2024-03-12,,active,monthly,
4333,4161,1,2023-11-29,,active,monthly,
4334,4162,1,2024-04-26,2024-06-26,canceled,monthly,competitor
4335,4163,1,2024-02-27,2024-06-30,canceled,monthly,other
4336,4164,1,2023-02-20,,active,monthly,
4337,4165,3,2024-01-31,,active,monthly,
4338,4166,3,2024-05-12,,active,monthly,
4339,4167,2,2024-06-26,2024-06-30,canceled,monthly,price
4340,4168,1,2024-05-30,,active,monthly,
4341,4169,3,2024-05-15,,active,monthly,
4342,4170,3,2023-11-07,2024-05-07,canceled,monthly,features
4343,4171,1,2023-02-23,,active,monthly,
4344,4172,1,2023-07-12,,active,monthly,
4345,4173,4,2024-05-13,,active,yearly,
4346,4174,1,2023-10-05,2024-02-05,canceled,monthly,features
4347,4174,2,2024-02-20,,active,monthly,
4348,4175,2,2024-03-09,2024-05-09,canceled,monthly,price
4349,4176,3,2024-05-11,2024-06-11,canceled,monthly,other
4350,4177,1,2023-06-07,,active,monthly,
4351,4178,1,2023-03-24,2023-06-24,canceled,monthly,competitor
4352,4179,1,2024-02-12,,active,monthly,
4353,4180,2,2023-11-12,,active,monthly,
4354,4181,4,2024-01-22,2024-02-22,canceled,yearly,price
4355,4182,2,2023-10-14,2024-06-30,canceled,monthly,price
