customer_id,signup_date,country,acquisition_channel
4126,2024-01-05,AR,other
4127,2024-01-07,MX,organic
4128,2024-05-28,AR,other
4129,2023-06-09,AR,paid
4130,2023-01-01,MX,paid
4131,2023-05-25,AR,paid
4132,2023-04-22,AR,organic
4133,2023-12-29,CL,organic
4134,2023-12-15,AR,organic
4135,2023-11-25,AR,organic
4136,2023-01-08,AR,organic
4137,2024-01-31,AR,referral
4138,2023-06-26,AR,paid
4139,2023-12-30,MX,organic
4140,2023-11-07,AR,referral
4141,2023-07-08,CL,paid
4142,2023-03-08,AR,other
4143,2023-02-16,AR,paid
4144,2024-03-21,MX,organic
4145,2024-05-11,MX,paid
4146,2023-12-23,MX,paid
4147,2023-02-20,UY,organic
4148,2023-08-13,AR,organic
4149,2024-01-31,AR,organic
4150,2024-02-25,CL,organic
4151,2023-02-28,AR,paid
4152,2023-01-01,AR,paid
4153,2024-01-23,AR,organic
4154,2023-07-16,MX,paid
4155,2023-05-15,AR,paid
4156,2023-01-07,AR,organic
4157,2023-10-30,AR,organic
4158,2024-03-31,MX,organic
4159,2024-06-04,AR,organic
4160,2023-11-12,AR,organic
4161,2023-10-17,MX,organic
4162,2023-02-11,UY,paid
4163,2023-11-03,MX,paid
4164,2023-07-31,MX,organic
4165,2023-12-02,AR,organic
4166,2023-08-05,AR,paid
4167,2023-05-06,AR,referral
4168,2023-02-16,CL,referral
4169,2023-06-21,AR,paid
4170,2023-02-17,CL,organic
4171,2023-03-29,UY,organic
4172,2024-06-23,AR,referral
4173,2023-09-08,AR,organic
4174,2023-10-26,AR,other
4175,2024-04-14,AR,paid
4176,2024-06-28,AR,paid
4177,2023-11-20,CL,organic
4178,2024-03-12,AR,paid
4179,2023-06-28,AR,paid
4180,2023-06-15,AR,organic
4181,2023-08-14,UY,organic
4182,2024-01-03,MX,referral
4183,2024-01-08,CL,paid
4184,2023-06-21,UY,paid
4185,2023-03-07,AR,organic
4186,2023-12-14,AR,referral
4187,2023-03-05,AR,referral
4188,2023-11-18,AR,paid
4189,2024-01-13,MX,paid
4190,2024-01-17,AR,paid
4191,2024-02-12,AR,paid
4192,2024-04-13,MX,organic
4193,2023-10-10,MX,other
4194,2024-02-01,MX,paid
4195,2023-12-08,AR,organic
4196,2023-04-03,CL,paid
4197,2023-01-13,AR,referral
4198,2023-06-02,AR,organic
4199,2023-09-08,MX,organic
4200,2023-12-07,UY,paid
4201,2024-03-30,AR,organic
4202,2023-04-09,AR,referral
4203,2023-03-03,AR,organic
4204,2024-06-08,AR,referral
4205,2023-02-23,CL,organic
4206,2023-09-29,AR,organic
4207,2023-11-21,MX,referral
4208,2023-10-31,MX,paid
4209,2023-02-12,MX,organic
4210,2023-01-29,AR,organic
4211,2023-02-21,AR,paid
4212,2023-11-21,AR,paid
4213,2023-11-01,AR,other
4214,2023-05-02,AR,other
4215,2023-12-17,CL,paid
4216,2024-03-16,AR,paid
4217,2023-01-21,MX,paid
4218,2023-10-09,AR,paid
4219,2024-01-11,MX,organic
4220,2023-05-13,UY,organic
4221,2023-06-16,AR,organic
4222,2023-12-05,CL,organic
4223,2024-04-29,MX,organic
4224,2024-03-11,CL,paid
4225,2023-11-20,MX,referral
4226,2024-02-01,AR,paid
4227,2023-07-21,AR,organic
4228,2023-12-19,AR,organic
4229,2023-09-22,AR,paid
4230,2023-04-05,UY,organic
4231,2024-01-17,MX,paid
4232,2023-11-07,AR,other
4233,2023-07-18,CL,organic
4234,2024-05-07,MX,organic
4235,2023-01-11,AR,paid
4236,2023-06-21,AR,other
4237,2023-01-28,AR,referral
4238,2024-02-18,CL,referral
4239,2024-01-18,CL,organic
4240,2023-07-01,AR,other
4241,2024-01-05,AR,organic
4242,2023-08-10,MX,organic
4243,2024-02-13,UY,referral
4244,2023-09-14,MX,other
4245,2023-08-20,MX,organic
4246,2024-05-21,AR,organic
4247,2023-05-12,AR,organic
4248,2023-03-01,AR,organic
4249,2023-11-21,CL,organic
4250,2024-06-12,AR,other
4251,2023-07-29,CL,paid
4252,2023-01-31,AR,referral
4253,2023-07-06,CL,referral
4254,2023-10-13,AR,paid
4255,2023-03-21,AR,referral
4256,2023-12-27,MX,paid
4257,2024-06-29,AR,organic
4258,2023-09-13,UY,paid
4259,2023-07-15,MX,paid
4260,2023-08-13,AR,referral
4261,2023-02-26,CL,other
4262,2024-04-20,CL,paid
4263,2023-08-21,AR,referral
4264,2023-08-04,UY,organic
4265,2023-12-28,AR,referral
4266,2023-09-07,AR,organic
4267,2023-12-22,MX,organic
4268,2023-01-31,AR,organic
4269,2024-03-13,AR,paid
4270,2024-05-25,AR,organic
4271,2023-12-22,AR,other
4272,2024-06-03,CL,organic
4273,2023-03-16,MX,other
4274,2023-09-29,UY,referral
4275,2023-11-29,MX,organic
4276,2023-11-19,AR,organic
4277,2023-08-13,AR,referral
4278,2023-07-05,AR,paid
4279,2023-03-04,CL,paid
4280,2023-08-07,AR,organic
4281,2023-03-22,AR,paid
4282,2024-02-03,CL,other
4283,2023-04-16,MX,organic
4284,2023-01-29,AR,paid
4285,2023-11-05,AR,organic
4286,2023-11-26,CL,referral
4287,2024-04-13,CL,referral
4288,2023-11-17,AR,organic
4289,2023-07-10,AR,organic
4290,2024-03-07,CL,organic
4291,2023-10-30,MX,paid
4292,2023-02-09,CL,paid
4293,2023-11-12,AR,other
4294,2024-05-05,CL,paid
4295,2023-08-10,AR,organic
4296,2023-06-09,AR,referral
4297,2023-03-12,MX,paid
4298,2023-03-16,AR,paid
4299,2023-09-01,CL,organic
4300,2023-11-26,AR,organic
4301,2023-02-09,CL,other
4302,2024-05-24,AR,paid
4303,2024-02-13,MX,organic
4304,2023-11-22,AR,paid
4305,2024-03-20,MX,other
4306,2023-02-09,MX,organic
4307,2023-09-28,AR,paid
4308,2023-12-13,AR,other
4309,2024-03-20,AR,organic
4310,2024-02-27,CL,referral
4311,2023-05-28,AR,paid
4312,2024-05-25,AR,paid
4313,2023-03-03,AR,organic
4314,2024-04-15,UY,organic
4315,2024-06-13,AR,paid
4316,2023-03-29,AR,organic
4317,2024-01-28,MX,paid
4318,2023-01-20,MX,organic
4319,2023-08-15,AR,organic
4320,2023-10-18,UY,other
4321,2023-11-19,MX,paid
4322,2024-05-22,AR,other
4323,2024-01-03,AR,organic
4324,2023-10-01,CL,paid
4325,2024-03-11,AR,organic
4326,2024-05-31,AR,referral
4327,2023-01-11,AR,referral
4328,2024-06-20,MX,organic
4329,2023-02-12,MX,other
4330,2024-03-13,MX,organic
4331,2023-05-30,AR,paid
4332,2023-03-07,MX,other
4333,2023-09-06,MX,referral
4334,2023-12-20,AR,other
4335,2023-07-31,CL,organic
4336,2023-01-27,AR,organic
4337,2023-11-28,MX,organic
4338,2024-05-01,AR,paid
4339,2023-08-02,MX,referral
4340,2023-04-21,UY,organic
4341,2023-09-07,UY,paid
4342,2023-01-24,AR,organic
4343,2024-03-16,AR,organic
4344,2024-03-19,AR,paid
4345,2023-11-23,CL,paid
4346,2023-07-14,MX,referral
4347,2024-03-06,AR,organic
4348,2023-11-06,AR,referral
4349,2024-03-19,UY,organic
4350,2023-12-14,AR,organic
4351,2024-02-27,AR,paid
4352,2023-11-28,AR,referral
4353,2023-08-21,AR,organic
4354,2024-06-05,MX,organic
4355,2023-10-30,UY,paid
4356,2023-12-01,CL,organic
4357,2023-04-24,AR,referral
4358,2023-12-11,CL,referral
4359,2023-11-14,AR,organic
4360,2023-04-02,AR,paid
4361,2023-01-30,UY,referral
4362,2023-12-01,AR,organic
4363,2024-02-17,AR,paid
4364,2023-10-22,UY,organic
4365,2023-04-28,AR,paid
4366,2023-12-31,MX,organic
4367,2023-02-09,UY,referral
4368,2023-09-07,AR,organic
4369,2023-03-22,AR,organic
4370,2023-04-01,AR,referral
4371,2023-04-12,AR,organic
4372,2023-08-04,AR,organic
4373,2023-01-26,MX,organic
4374,2023-08-11,AR,organic
4375,2023-10-16,AR,other
4376,2023-10-02,MX,referral
4377,2023-08-02,MX,organic
4378,2024-03-25,CL,referral
4379,2023-03-13,AR,paid
4380,2023-10-13,CL,other
4381,2023-01-31,MX,organic
4382,2023-02-05,AR,paid
4383,2023-11-16,AR,paid
4384,2023-11-12,AR,paid
4385,2024-04-16,MX,paid
4386,2023-11-08,AR,organic
4387,2024-06-06,UY,referral
4388,2023-01-24,MX,paid
4389,2023-02-18,UY,other
4390,2023-01-22,AR,organic
4391,2023-04-02,AR,paid
4392,2023-10-31,AR,other
4393,2023-12-21,AR,paid
4394,2023-01-23,CL,referral
4395,2024-05-28,AR,referral
4396,2024-03-27,AR,organic
4397,2023-06-09,AR,paid
4398,2023-02-07,AR,organic
4399,2023-03-25,CL,paid
4400,2023-03-04,MX,organic
4401,2023-03-02,MX,referral
4402,2023-10-19,AR,paid
4403,2023-05-09,UY,paid
4404,2023-07-17,MX,organic
4405,2024-06-24,AR,other
4406,2024-01-09,AR,organic
4407,2024-05-30,CL,organic
4408,2023-03-12,MX,organic
4409,2023-08-01,MX,other
4410,2023-11-06,AR,other
4411,2023-02-07,AR,paid
4412,2023-01-03,MX,referral
4413,2024-01-02,MX,organic
4414,2023-12-19,AR,other
4415,2023-08-19,MX,organic
4416,2023-10-05,AR,organic
4417,2023-08-22,MX,organic
4418,2023-01-12,UY,paid
4419,2023-07-03,CL,referral
4420,2023-03-29,AR,organic
4421,2023-02-18,AR,other
4422,2024-06-04,CL,paid
4423,2023-11-28,MX,organic
4424,2024-01-31,AR,paid
4425,2023-06-21,UY,paid
4426,2023-08-08,AR,referral
4427,2023-05-04,AR,paid
4428,2023-02-17,AR,paid
4429,2023-03-30,AR,organic
4430,2024-03-05,AR,paid
4431,2024-01-06,CL,other
4432,2023-11-02,AR,organic
4433,2023-09-27,AR,referral
4434,2024-05-14,CL,paid
4435,2023-02-05,MX,organic
4436,2023-05-31,MX,other
4437,2023-07-12,AR,paid
4438,2024-02-26,CL,organic
4439,2024-06-26,AR,organic
4440,2023-05-06,AR,organic
4441,2024-04-14,AR,referral
4442,2024-03-21,AR,paid
4443,2023-04-26,AR,other
4444,2023-08-12,MX,organic
4445,2023-08-18,AR,organic
4446,2024-06-17,MX,organic
4447,2023-03-31,AR,paid
4448,2024-03-05,AR,other
4449,2023-07-03,AR,paid
4450,2024-02-01,UY,organic
4451,2023-08-24,CL,referral
4452,2023-11-18,UY,referral
4453,2024-03-22,MX,organic
4454,2024-03-08,MX,referral
4455,2024-04-09,MX,organic
4456,2023-01-30,MX,organic
4457,2024-01-13,AR,organic
4458,2023-03-10,AR,paid
4459,2023-08-22,AR,paid
4460,2023-11-03,AR,organic
4461,2023-08-14,AR,organic
4462,2023-10-20,AR,referral
4463,2024-06-28,AR,other
4464,2023-03-08,AR,referral
4465,2024-01-05,UY,organic
4466,2023-08-10,AR,organic
4467,2023-03-07,AR,organic
4468,2023-03-20,CL,organic
4469,2024-05-30,AR,paid
4470,2024-04-17,AR,paid
4471,2024-05-04,AR,referral
4472,2024-06-25,AR,paid
4473,2023-04-16,AR,organic
4474,2023-07-16,AR,organic
4475,2024-01-01,AR,paid
4476,2023-10-02,CL,organic
4477,2023-08-23,MX,organic
4478,2023-07-17,MX,organic
4479,2023-11-25,AR,organic
4480,2023-11-16,AR,organic
4481,2023-03-21,CL,referral
4482,2023-09-25,AR,referral
4483,2023-11-06,CL,organic
4484,2023-11-14,AR,organic
4485,2023-04-17,CL,referral
4486,2024-02-06,AR,organic
4487,2023-01-13,AR,organic
4488,2023-07-15,MX,organic
4489,2024-02-25,MX,organic
4490,2023-11-11,AR,referral
4491,2023-05-19,UY,referral
4492,2024-01-14,AR,organic
4493,2023-11-12,AR,organic
4494,2024-03-04,MX,organic
4495,2024-02-03,MX,organic
4496,2023-12-03,UY,other
4497,2023-10-04,AR,paid
4498,2023-03-07,AR,paid
4499,2023-05-19,MX,referral
4500,2023-08-24,AR,referral
4501,2023-11-28,AR,referral
4502,2023-10-17,AR,organic
4503,2023-06-04,AR,organic
4504,2023-01-04,AR,paid
4505,2023-10-08,AR,organic
4506,2023-06-03,MX,other
4507,2024-02-03,MX,paid
4508,2023-01-12,AR,other
4509,2023-11-21,AR,organic
4510,2024-05-25,AR,referral
4511,2023-03-27,AR,organic
4512,2023-09-25,MX,other
4513,2023-02-14,UY,organic
4514,2023-12-11,MX,paid
4515,2023-11-04,MX,referral
4516,2023-08-17,AR,paid
4517,2023-10-21,AR,paid
4518,2024-04-28,CL,other
4519,2023-04-09,UY,paid
4520,2023-01-12,AR,paid
4521,2024-04-06,AR,organic
4522,2023-11-17,MX,referral
4523,2024-04-24,AR,paid
4524,2023-11-27,MX,paid
4525,2024-03-11,CL,organic
4526,2023-08-30,AR,paid
4527,2024-02-10,UY,organic
4528,2024-05-08,UY,organic
4529,2023-11-15,UY,paid
4530,2023-03-30,AR,organic
4531,2023-05-23,AR,organic
4532,2023-04-10,MX,paid
4533,2023-05-10,AR,organic
4534,2023-06-16,AR,organic
4535,2023-11-06,AR,organic
4536,2023-11-23,MX,paid
4537,2023-08-28,AR,paid
4538,2023-12-06,AR,referral
4539,2023-02-10,AR,organic
4540,2023-02-13,MX,organic
4541,2023-03-26,MX,organic
4542,2023-10-19,AR,paid
4543,2023-04-20,UY,other
4544,2023-06-01,AR,organic
4545,2023-08-12,MX,organic
4546,2024-03-12,MX,organic
4547,2023-01-07,MX,paid
4548,2023-12-23,AR,paid
4549,2024-01-01,CL,paid
4550,2024-03-05,CL,referral
4551,2024-05-20,MX,paid
4552,2023-01-10,AR,organic
4553,2023-03-17,AR,organic
4554,2024-04-21,MX,paid
4555,2023-09-17,AR,paid
4556,2023-11-11,MX,paid
4557,2023-12-29,AR,paid
4558,2024-01-06,MX,paid
4559,2024-05-20,AR,referral
4560,2024-06-29,AR,paid
4561,2024-01-27,AR,referral
4562,2023-06-04,AR,organic
4563,2024-04-18,AR,paid
4564,2023-01-25,MX,other
4565,2023-04-30,MX,organic
4566,2024-04-28,MX,referral
4567,2023-05-16,MX,referral
4568,2023-04-24,AR,organic
4569,2023-03-09,AR,paid
4570,2024-04-05,AR,organic
4571,2023-10-10,MX,other
4572,2024-01-04,AR,referral
4573,2023-05-05,AR,organic
4574,2024-02-14,MX,organic
4575,2024-02-15,UY,paid
4576,2023-06-19,MX,organic
4577,2023-08-19,MX,organic
4578,2023-04-17,MX,paid
4579,2024-06-16,AR,organic
4580,2023-12-21,MX,organic
4581,2024-05-21,CL,referral
4582,2023-06-14,AR,other
4583,2024-02-26,AR,referral
4584,2024-02-18,AR,referral
4585,2024-01-13,AR,organic
4586,2024-06-09,CL,organic
4587,2023-08-08,AR,organic
4588,2023-03-06,AR,referral
4589,2024-01-03,CL,other
4590,2024-01-31,AR,referral
4591,2023-11-16,AR,referral
4592,2023-04-15,CL,paid
4593,2023-10-12,AR,organic
4594,2023-06-19,MX,paid
4595,2023-08-29,AR,organic
4596,2023-12-21,AR,organic
4597,2024-02-08,AR,paid
4598,2023-05-01,AR,paid
4599,2023-08-15,UY,paid
4600,2023-05-24,UY,paid
4601,2023-04-10,CL,organic
4602,2024-02-27,AR,paid
4603,2024-05-06,UY,paid
4604,2023-07-25,MX,organic
4605,2024-02-11,AR,referral
4606,2024-04-28,MX,paid
4607,2024-03-29,AR,paid
4608,2023-03-31,AR,referral
4609,2024-06-04,CL,referral
4610,2023-07-29,MX,referral
4611,2023-07-06,AR,organic
4612,2023-01-31,AR,organic
4613,2023-10-03,CL,organic
4614,2023-02-23,MX,organic
4615,2023-05-11,AR,other
4616,2023-06-22,AR,paid
4617,2024-03-10,AR,organic
4618,2024-04-15,UY,organic
4619,2023-06-13,AR,organic
4620,2024-04-05,AR,paid
4621,2024-04-04,AR,referral
4622,2024-02-17,CL,referral
4623,2023-03-14,MX,other
4624,2024-01-12,MX,organic
4625,2024-05-28,AR,organic
4626,2024-01-08,AR,organic
4627,2023-07-01,UY,organic
4628,2023-10-10,UY,other
4629,2023-12-21,UY,paid
4630,2023-10-15,UY,referral
4631,2023-03-01,CL,paid
4632,2023-06-19,MX,organic
4633,2024-03-07,CL,organic
4634,2024-04-06,MX,paid
4635,2023-03-09,AR,referral
4636,2024-06-01,AR,organic
4637,2023-06-29,UY,referral
4638,2023-12-29,AR,referral
4639,2024-02-11,CL,paid
4640,2024-03-12,AR,referral
4641,2024-05-28,AR,paid
4642,2023-06-20,AR,paid
4643,2024-04-04,AR,referral
4644,2023-03-06,AR,other
4645,2024-01-19,AR,organic
4646,2024-02-06,CL,paid
4647,2024-01-06,AR,organic
4648,2023-05-13,AR,organic
4649,2024-04-13,AR,paid
4650,2023-03-25,MX,other
4651,2023-01-27,MX,organic
4652,2024-01-25,MX,organic
4653,2023-09-28,AR,organic
4654,2024-03-30,AR,paid
4655,2023-08-02,MX,organic
4656,2023-03-24,CL,organic
4657,2024-03-24,AR,referral
4658,2023-11-03,AR,organic
4659,2023-04-04,AR,paid
4660,2024-01-27,AR,referral
4661,2023-10-16,MX,organic
4662,2023-12-01,AR,paid
4663,2023-09-19,AR,paid
4664,2024-03-20,AR,paid
4665,2024-03-20,UY,paid
4666,2024-01-21,CL,organic
4667,2023-02-21,CL,referral
4668,2024-03-25,AR,referral
4669,2024-01-02,MX,organic
4670,2024-01-15,AR,organic
4671,2023-07-20,AR,organic
4672,2024-04-17,AR,organic
4673,2024-01-29,MX,paid
4674,2023-02-25,AR,organic
4675,2023-08-17,CL,organic
4676,2024-04-22,AR,referral
4677,2023-01-24,AR,organic
4678,2024-06-07,AR,referral
4679,2024-01-06,AR,referral
4680,2023-12-14,AR,organic
4681,2023-05-24,AR,referral
4682,2023-05-11,AR,referral
4683,2024-05-26,AR,organic
4684,2023-06-11,AR,organic
4685,2024-02-23,AR,paid
4686,2023-08-08,AR,other
4687,2023-03-10,AR,paid
4688,2023-01-06,AR,organic
4689,2023-11-01,CL,paid
4690,2024-06-16,AR,paid
4691,2023-07-24,AR,paid
4692,2023-07-17,UY,referral
4693,2023-07-09,CL,paid
4694,2023-10-20,UY,referral
4695,2023-09-06,MX,referral
4696,2024-04-18,AR,paid
4697,2023-10-13,AR,organic
4698,2023-10-14,MX,referral
4699,2023-03-10,UY,other
4700,2024-06-20,MX,organic
4701,2023-05-12,CL,paid
4702,2023-02-06,AR,organic
4703,2023-12-30,AR,referral
4704,2023-11-26,CL,referral
4705,2023-08-21,MX,organic
4706,2023-08-26,UY,referral
4707,2024-02-28,MX,organic
4708,2023-04-08,AR,referral
4709,2024-03-16,AR,paid
4710,2023-12-22,CL,organic
4711,2023-08-24,MX,organic
4712,2023-09-17,AR,organic
4713,2023-05-16,AR,paid
4714,2024-02-11,AR,paid
4715,2023-10-17,AR,organic
4716,2023-06-24,MX,organic
4717,2023-11-26,AR,organic
4718,2024-06-28,AR,referral
4719,2023-09-03,CL,referral
4720,2024-05-13,AR,organic
4721,2023-07-09,CL,paid
4722,2023-01-27,AR,organic
4723,2023-04-14,UY,other
4724,2023-08-24,AR,other
4725,2023-04-23,AR,paid
4726,2023-01-01,CL,other
4727,2024-05-09,MX,referral
4728,2024-03-27,AR,referral
4729,2024-02-06,UY,paid
4730,2023-03-24,AR,organic
4731,2023-03-01,UY,organic
4732,2023-02-03,AR,organic
4733,2024-01-28,AR,paid
4734,2024-05-18,AR,organic
4735,2023-08-31,AR,organic
4736,2023-02-28,AR,paid
4737,2023-10-16,AR,organic
4738,2023-07-12,AR,paid
4739,2023-07-28,AR,other
4740,2023-12-09,AR,referral
4741,2024-01-26,CL,paid
4742,2023-02-24,MX,paid
4743,2023-01-18,MX,paid
4744,2024-06-27,UY,organic
4745,2023-05-01,MX,referral
4746,2023-01-27,UY,organic
4747,2023-04-05,AR,organic
4748,2023-01-20,AR,referral
4749,2023-08-07,AR,organic
4750,2024-03-07,AR,organic
4751,2023-07-07,CL,organic
4752,2023-09-08,MX,organic
4753,2024-01-05,AR,organic
4754,2023-10-15,MX,organic
4755,2024-04-06,AR,paid
4756,2024-04-09,AR,referral
4757,2023-01-05,MX,organic
4758,2024-02-24,CL,referral
4759,2023-09-18,CL,organic
4760,2024-06-24,MX,organic
4761,2023-10-02,AR,organic
4762,2024-06-22,AR,paid
4763,2024-02-12,AR,paid
4764,2023-05-11,MX,paid
4765,2023-10-29,AR,referral
4766,2024-06-26,AR,paid
4767,2024-04-04,UY,paid
4768,2023-02-17,CL,other
4769,2024-01-20,MX,organic
4770,2023-07-10,AR,organic
4771,2023-01-04,AR,referral
4772,2023-08-14,AR,paid
4773,2023-05-02,MX,organic
4774,2024-03-15,AR,organic
4775,2023-07-05,CL,paid
4776,2024-03-19,UY,paid
4777,2023-01-01,AR,organic
4778,2023-06-16,AR,other
4779,2023-05-06,MX,referral
4780,2023-05-02,UY,paid
4781,2023-02-03,CL,paid
4782,2023-04-03,AR,referral
4783,2023-11-07,AR,organic
4784,2023-06-06,MX,organic
4785,2023-08-23,MX,paid
4786,2023-07-29,AR,referral
4787,2024-04-15,AR,organic
4788,2024-05-03,MX,other
4789,2023-10-07,AR,paid
4790,2023-06-30,CL,organic
4791,2023-02-22,AR,organic
4792,2024-06-02,MX,organic
4793,2023-01-30,MX,referral
4794,2023-06-10,AR,other
4795,2023-06-10,MX,paid
4796,2023-06-24,MX,other
4797,2023-03-22,UY,referral
4798,2024-02-27,AR,paid
4799,2023-03-02,MX,paid
4800,2023-12-16,MX,paid
4801,2023-03-02,AR,paid
4802,2023-02-04,CL,organic
4803,2024-05-06,AR,paid
4804,2023-04-05,AR,organic
4805,2024-03-16,AR,referral
4806,2023-11-01,AR,referral
4807,2023-02-08,CL,organic
4808,2024-06-03,MX,organic
4809,2023-05-10,AR,paid
4810,2024-04-05,CL,paid
4811,2023-03-25,AR,organic
4812,2024-04-02,MX,paid
4813,2023-01-07,AR,organic
4814,2023-10-16,AR,organic
4815,2024-02-20,AR,organic
4816,2024-05-21,MX,organic
4817,2024-05-06,AR,referral
4818,2024-03-16,AR,other
4819,2024-04-23,AR,paid
4820,2023-04-11,AR,paid
4821,2023-06-02,UY,organic
4822,2023-06-05,AR,paid
4823,2023-07-29,CL,organic
4824,2023-08-08,AR,paid
4825,2023-11-01,MX,other
4826,2023-03-20,AR,organic
4827,2024-01-12,UY,referral
4828,2023-03-24,AR,organic
4829,2023-06-18,MX,organic
4830,2023-10-12,UY,organic
4831,2024-03-04,CL,organic
4832,2024-02-05,AR,organic
4833,2023-12-21,UY,organic
4834,2023-03-18,MX,paid
4835,2023-11-02,AR,organic
4836,2023-02-13,AR,paid
4837,2023-07-29,AR,other
4838,2023-08-20,AR,paid
4839,2023-01-20,MX,organic
4840,2023-05-27,MX,organic
4841,2024-06-03,AR,referral
4842,2024-06-02,CL,paid
4843,2023-07-14,AR,paid
4844,2023-01-22,UY,organic
4845,2023-03-30,UY,paid
4846,2023-08-07,UY,organic
4847,2024-05-29,CL,other
4848,2023-03-11,AR,referral
4849,2024-02-17,AR,organic
4850,2023-02-23,AR,paid
4851,2024-06-19,AR,organic
4852,2023-08-01,MX,paid
4853,2024-02-23,AR,referral
4854,2023-07-08,UY,paid
4855,2023-12-12,CL,organic
4856,2023-04-06,AR,organic
4857,2023-03-13,AR,referral
4858,2024-05-23,AR,paid
4859,2024-05-11,CL,paid
4860,2024-04-22,MX,organic
4861,2023-12-11,AR,organic
4862,2024-03-10,AR,other
4863,2023-02-03,AR,paid
4864,2023-07-03,UY,paid
4865,2023-06-20,AR,paid
4866,2023-12-16,AR,referral
4867,2023-07-16,CL,organic
4868,2023-03-15,CL,organic
4869,2023-11-27,CL,paid
4870,2024-03-13,AR,paid
4871,2023-08-01,MX,referral
4872,2023-03-07,MX,referral
4873,2023-04-09,AR,organic
4874,2023-05-04,MX,organic
4875,2023-06-12,AR,other
4876,2023-12-19,AR,paid
4877,2023-11-29,UY,paid
4878,2024-01-15,AR,paid
4879,2023-07-20,UY,paid
4880,2024-03-18,AR,organic
4881,2023-04-14,AR,referral
4882,2023-09-24,MX,referral
4883,2024-03-06,MX,paid
4884,2023-03-30,AR,paid
4885,2023-02-24,CL,organic
4886,2024-04-20,AR,organic
4887,2023-07-08,UY,organic
4888,2024-01-09,AR,organic
4889,2023-01-13,CL,other
4890,2024-01-12,AR,referral
4891,2023-06-21,CL,paid
4892,2023-01-28,MX,paid
4893,2023-12-03,AR,organic
4894,2023-05-06,CL,other
4895,2023-08-04,AR,organic
4896,2023-02-09,AR,organic
4897,2023-03-14,CL,paid
4898,2023-06-10,AR,referral
4899,2023-02-14,AR,referral
4900,2024-05-07,AR,organic
4901,2023-01-03,CL,referral
4902,2023-10-02,AR,organic
4903,2023-03-02,AR,organic
4904,2023-06-16,MX,referral
4905,2024-05-16,CL,referral
4906,2023-03-21,UY,paid
4907,2024-06-09,MX,paid
4908,2023-04-15,MX,referral
4909,2024-02-06,AR,referral
4910,2023-11-02,AR,referral
4911,2024-04-20,MX,paid
4912,2023-11-06,UY,other
4913,2023-10-27,MX,other
4914,2023-04-08,AR,organic
4915,2023-03-23,AR,referral
4916,2024-05-10,MX,paid
4917,2023-06-29,MX,organic
4918,2023-07-26,MX,paid
4919,2024-02-15,MX,organic
4920,2023-07-05,AR,paid
4921,2024-06-01,UY,referral
4922,2024-02-04,MX,organic
4923,2023-11-27,AR,paid
4924,2024-04-18,AR,other
4925,2023-01-25,UY,paid
4926,2023-05-16,CL,organic
4927,2023-09-21,AR,paid
4928,2023-04-28,AR,paid
4929,2024-02-07,AR,paid
4930,2024-05-12,AR,referral
4931,2023-08-27,MX,paid
4932,2023-07-07,MX,referral
4933,2024-06-07,MX,paid
4934,2023-09-09,MX,organic
4935,2023-10-05,AR,paid
4936,2023-07-13,AR,referral
4937,2024-05-06,AR,paid
4938,2023-11-13,AR,organic
4939,2024-02-16,AR,organic
4940,2024-03-12,MX,organic
4941,2023-07-07,CL,organic
4942,2023-09-02,MX,paid
4943,2024-03-30,CL,organic
4944,2023-07-20,MX,referral
4945,2024-03-03,MX,organic
4946,2024-05-25,AR,organic
4947,2023-12-10,UY,paid
4948,2024-02-06,AR,organic
4949,2024-03-08,AR,referral
4950,2024-03-28,AR,organic
4951,2023-08-09,UY,paid
4952,2023-01-26,UY,referral
4953,2023-08-13,MX,paid
4954,2024-01-04,MX,organic
4955,2023-09-12,AR,paid
4956,2024-02-10,UY,referral
4957,2023-07-17,MX,other
4958,2023-12-16,UY,referral
4959,2023-04-03,AR,organic
4960,2024-02-10,AR,other
4961,2023-11-02,CL,organic
4962,2023-04-14,AR,organic
4963,2023-06-07,UY,referral
4964,2024-02-10,AR,organic
4965,2023-10-02,UY,organic
4966,2023-04-21,AR,organic
4967,2024-06-10,MX,paid
4968,2024-01-24,AR,referral
4969,2024-06-04,MX,paid
4970,2023-08-29,AR,organic
4971,2023-09-27,UY,paid
4972,2024-04-29,MX,other
4973,2023-10-23,AR,referral
4974,2024-01-20,CL,organic
4975,2023-05-13,AR,other
4976,2023-09-10,AR,referral
4977,2023-03-02,AR,organic
4978,2023-04-15,CL,organic
4979,2023-01-01,AR,organic
4980,2023-01-20,AR,referral
4981,2024-06-17,UY,organic
4982,2023-05-07,CL,paid
4983,2023-12-30,AR,organic
4984,2024-03-25,MX,other
4985,2023-11-04,CL,organic
4986,2023-03-17,AR,other
4987,2024-01-30,CL,other
4988,2023-11-29,AR,organic
4989,2024-02-01,MX,paid
4990,2024-02-20,AR,organic
4991,2024-06-15,MX,other
4992,2023-11-15,AR,paid
4993,2023-07-07,MX,organic
4994,2023-12-22,AR,organic
4995,2023-02-03,AR,organic
4996,2024-04-28,AR,other
4997,2023-02-28,CL,paid
4998,2023-06-29,AR,referral
4999,2024-03-14,AR,organic
5000,2023-11-27,AR,organic
5001,2023-08-08,MX,other
5002,2023-09-26,AR,organic
5003,2024-04-02,MX,other
5004,2023-07-06,AR,organic
